Time, Lateral Acceleration, Lateral Velocity, Yaw Rate, FyF, FyR, FzF, FzR, aSlipF, aSlipR
0.22, 5.1427, -0.0606, 0.1615, 2120.6239, 2251.0272, 4463.3230, 4725.8714, -0.7039, -0.7039
0.22, 5.1460, -0.0608, 0.1615, 2121.9367, 2252.5691, 4463.3230, 4725.8714, -0.7044, -0.7044
0.22, 5.1493, -0.0610, 0.1615, 2123.2325, 2254.0849, 4463.3230, 4725.8714, -0.7048, -0.7048
0.23, 5.1526, -0.0613, 0.1615, 2124.5114, 2255.5749, 4463.3230, 4725.8714, -0.7052, -0.7052
0.23, 5.1558, -0.0615, 0.1615, 2125.7736, 2257.0397, 4463.3230, 4725.8714, -0.7056, -0.7056
0.23, 5.1589, -0.0617, 0.1615, 2127.0193, 2258.4795, 4463.3230, 4725.8714, -0.7061, -0.7061
0.23, 5.1621, -0.0619, 0.1615, 2128.2486, 2259.8948, 4463.3230, 4725.8714, -0.7065, -0.7065
0.23, 5.1651, -0.0622, 0.1615, 2129.4616, 2261.2860, 4463.3230, 4725.8714, -0.7069, -0.7069
0.23, 5.1681, -0.0624, 0.1615, 2130.6585, 2262.6535, 4463.3230, 4725.8714, -0.7073, -0.7073
0.23, 5.1711, -0.0626, 0.1614, 2131.8395, 2263.9975, 4463.3230, 4725.8714, -0.7077, -0.7077
0.23, 5.1740, -0.0628, 0.1614, 2133.0047, 2265.3186, 4463.3230, 4725.8714, -0.7080, -0.7080
0.23, 5.1769, -0.0630, 0.1614, 2134.1542, 2266.6171, 4463.3230, 4725.8714, -0.7084, -0.7084
0.23, 5.1798, -0.0632, 0.1614, 2135.2882, 2267.8932, 4463.3230, 4725.8714, -0.7088, -0.7088
0.24, 5.1825, -0.0634, 0.1614, 2136.4070, 2269.1475, 4463.3230, 4725.8714, -0.7092, -0.7092
0.24, 5.1853, -0.0636, 0.1614, 2137.5105, 2270.3801, 4463.3230, 4725.8714, -0.7095, -0.7095
0.24, 5.1880, -0.0638, 0.1614, 2138.5990, 2271.5916, 4463.3230, 4725.8714, -0.7099, -0.7099
0.24, 5.1907, -0.0640, 0.1614, 2139.6726, 2272.7822, 4463.3230, 4725.8714, -0.7103, -0.7103
0.24, 5.1933, -0.0642, 0.1614, 2140.7315, 2273.9522, 4463.3230, 4725.8714, -0.7106, -0.7106
0.24, 5.1959, -0.0643, 0.1614, 2141.7759, 2275.1020, 4463.3230, 4725.8714, -0.7110, -0.7110
0.24, 5.1984, -0.0645, 0.1614, 2142.8058, 2276.2319, 4463.3230, 4725.8714, -0.7113, -0.7113
0.24, 5.2009, -0.0647, 0.1613, 2143.8214, 2277.3422, 4463.3230, 4725.8714, -0.7116, -0.7116
0.24, 5.2034, -0.0649, 0.1613, 2144.8230, 2278.4333, 4463.3230, 4725.8714, -0.7120, -0.7120
0.24, 5.2058, -0.0650, 0.1613, 2145.8106, 2279.5055, 4463.3230, 4725.8714, -0.7123, -0.7123
0.25, 5.2082, -0.0652, 0.1613, 2146.7843, 2280.5590, 4463.3230, 4725.8714, -0.7126, -0.7126
0.25, 5.2105, -0.0654, 0.1613, 2147.7445, 2281.5942, 4463.3230, 4725.8714, -0.7129, -0.7129
0.25, 5.2128, -0.0655, 0.1613, 2148.6911, 2282.6113, 4463.3230, 4725.8714, -0.7132, -0.7132
0.25, 5.2151, -0.0657, 0.1613, 2149.6243, 2283.6107, 4463.3230, 4725.8714, -0.7136, -0.7136
0.25, 5.2173, -0.0659, 0.1613, 2150.5444, 2284.5927, 4463.3230, 4725.8714, -0.7139, -0.7139
0.25, 5.2195, -0.0660, 0.1613, 2151.4513, 2285.5575, 4463.3230, 4725.8714, -0.7142, -0.7142
0.25, 5.2217, -0.0662, 0.1613, 2152.3454, 2286.5054, 4463.3230, 4725.8714, -0.7145, -0.7145
0.25, 5.2238, -0.0663, 0.1613, 2153.2267, 2287.4367, 4463.3230, 4725.8714, -0.7148, -0.7148
0.25, 5.2259, -0.0665, 0.1613, 2154.0954, 2288.3517, 4463.3230, 4725.8714, -0.7150, -0.7150
0.25, 5.2280, -0.0666, 0.1612, 2154.9516, 2289.2506, 4463.3230, 4725.8714, -0.7153, -0.7153
0.26, 5.2300, -0.0668, 0.1612, 2155.7955, 2290.1337, 4463.3230, 4725.8714, -0.7156, -0.7156
0.26, 5.2320, -0.0669, 0.1612, 2156.6272, 2291.0013, 4463.3230, 4725.8714, -0.7159, -0.7159
0.26, 5.2340, -0.0670, 0.1612, 2157.4468, 2291.8536, 4463.3230, 4725.8714, -0.7162, -0.7162
0.26, 5.2359, -0.0672, 0.1612, 2158.2546, 2292.6908, 4463.3230, 4725.8714, -0.7164, -0.7164
0.26, 5.2378, -0.0673, 0.1612, 2159.0506, 2293.5133, 4463.3230, 4725.8714, -0.7167, -0.7167
0.26, 5.2397, -0.0675, 0.1612, 2159.8350, 2294.3213, 4463.3230, 4725.8714, -0.7169, -0.7169
0.26, 5.2416, -0.0676, 0.1612, 2160.6079, 2295.1149, 4463.3230, 4725.8714, -0.7172, -0.7172
0.26, 5.2434, -0.0677, 0.1612, 2161.3695, 2295.8945, 4463.3230, 4725.8714, -0.7175, -0.7175
0.26, 5.2452, -0.0678, 0.1612, 2162.1198, 2296.6603, 4463.3230, 4725.8714, -0.7177, -0.7177
0.26, 5.2469, -0.0680, 0.1612, 2162.8592, 2297.4124, 4463.3230, 4725.8714, -0.7180, -0.7180
0.27, 5.2486, -0.0681, 0.1611, 2163.5876, 2298.1512, 4463.3230, 4725.8714, -0.7182, -0.7182
0.27, 5.2503, -0.0682, 0.1611, 2164.3052, 2298.8769, 4463.3230, 4725.8714, -0.7184, -0.7184
0.27, 5.2520, -0.0683, 0.1611, 2165.0121, 2299.5896, 4463.3230, 4725.8714, -0.7187, -0.7187
0.27, 5.2536, -0.0684, 0.1611, 2165.7086, 2300.2897, 4463.3230, 4725.8714, -0.7189, -0.7189
0.27, 5.2553, -0.0686, 0.1611, 2166.3946, 2300.9772, 4463.3230, 4725.8714, -0.7191, -0.7191
0.27, 5.2569, -0.0687, 0.1611, 2167.0704, 2301.6525, 4463.3230, 4725.8714, -0.7193, -0.7193
0.27, 5.2584, -0.0688, 0.1611, 2167.7360, 2302.3157, 4463.3230, 4725.8714, -0.7196, -0.7196
0.27, 5.2600, -0.0689, 0.1611, 2168.3917, 2302.9670, 4463.3230, 4725.8714, -0.7198, -0.7198
0.27, 5.2615, -0.0690, 0.1611, 2169.0375, 2303.6067, 4463.3230, 4725.8714, -0.7200, -0.7200
0.27, 5.2630, -0.0691, 0.1611, 2169.6735, 2304.2348, 4463.3230, 4725.8714, -0.7202, -0.7202
0.28, 5.2644, -0.0692, 0.1611, 2170.3000, 2304.8517, 4463.3230, 4725.8714, -0.7204, -0.7204
0.28, 5.2659, -0.0693, 0.1611, 2170.9169, 2305.4576, 4463.3230, 4725.8714, -0.7206, -0.7206
0.28, 5.2673, -0.0694, 0.1610, 2171.5245, 2306.0525, 4463.3230, 4725.8714, -0.7208, -0.7208
0.28, 5.2687, -0.0695, 0.1610, 2172.1228, 2306.6367, 4463.3230, 4725.8714, -0.7210, -0.7210
0.28, 5.2700, -0.0696, 0.1610, 2172.7120, 2307.2103, 4463.3230, 4725.8714, -0.7212, -0.7212
0.28, 5.2714, -0.0697, 0.1610, 2173.2922, 2307.7736, 4463.3230, 4725.8714, -0.7214, -0.7214
0.28, 5.2727, -0.0698, 0.1610, 2173.8635, 2308.3268, 4463.3230, 4725.8714, -0.7216, -0.7216
0.28, 5.2740, -0.0699, 0.1610, 2174.4260, 2308.8699, 4463.3230, 4725.8714, -0.7218, -0.7218
0.28, 5.2753, -0.0700, 0.1610, 2174.9799, 2309.4032, 4463.3230, 4725.8714, -0.7220, -0.7220
0.28, 5.2765, -0.0701, 0.1610, 2175.5252, 2309.9269, 4463.3230, 4725.8714, -0.7222, -0.7222
0.29, 5.2778, -0.0702, 0.1610, 2176.0622, 2310.4410, 4463.3230, 4725.8714, -0.7223, -0.7223
0.29, 5.2790, -0.0703, 0.1610, 2176.5908, 2310.9458, 4463.3230, 4725.8714, -0.7225, -0.7225
0.29, 5.2802, -0.0703, 0.1610, 2177.1112, 2311.4414, 4463.3230, 4725.8714, -0.7227, -0.7227
0.29, 5.2814, -0.0704, 0.1610, 2177.6236, 2311.9281, 4463.3230, 4725.8714, -0.7229, -0.7229
0.29, 5.2825, -0.0705, 0.1609, 2178.1279, 2312.4058, 4463.3230, 4725.8714, -0.7230, -0.7230
0.29, 5.2836, -0.0706, 0.1609, 2178.6245, 2312.8749, 4463.3230, 4725.8714, -0.7232, -0.7232
0.29, 5.2848, -0.0707, 0.1609, 2179.1132, 2313.3354, 4463.3230, 4725.8714, -0.7233, -0.7233
0.29, 5.2859, -0.0707, 0.1609, 2179.5943, 2313.7875, 4463.3230, 4725.8714, -0.7235, -0.7235
0.29, 5.2869, -0.0708, 0.1609, 2180.0679, 2314.2313, 4463.3230, 4725.8714, -0.7237, -0.7237
0.29, 5.2880, -0.0709, 0.1609, 2180.5340, 2314.6670, 4463.3230, 4725.8714, -0.7238, -0.7238
0.30, 5.2890, -0.0710, 0.1609, 2180.9928, 2315.0947, 4463.3230, 4725.8714, -0.7240, -0.7240
0.30, 5.2901, -0.0710, 0.1609, 2181.4444, 2315.5146, 4463.3230, 4725.8714, -0.7241, -0.7241
0.30, 5.2911, -0.0711, 0.1609, 2181.8888, 2315.9267, 4463.3230, 4725.8714, -0.7243, -0.7243
0.30, 5.2921, -0.0712, 0.1609, 2182.3262, 2316.3313, 4463.3230, 4725.8714, -0.7244, -0.7244
0.30, 5.2930, -0.0713, 0.1609, 2182.7566, 2316.7285, 4463.3230, 4725.8714, -0.7246, -0.7246
0.30, 5.2940, -0.0713, 0.1609, 2183.1803, 2317.1184, 4463.3230, 4725.8714, -0.7247, -0.7247
0.30, 5.2949, -0.0714, 0.1609, 2183.5972, 2317.5010, 4463.3230, 4725.8714, -0.7248, -0.7248
0.30, 5.2959, -0.0715, 0.1609, 2184.0074, 2317.8767, 4463.3230, 4725.8714, -0.7250, -0.7250
0.30, 5.2968, -0.0715, 0.1609, 2184.4111, 2318.2453, 4463.3230, 4725.8714, -0.7251, -0.7251
0.30, 5.2977, -0.0716, 0.1608, 2184.8084, 2318.6072, 4463.3230, 4725.8714, -0.7252, -0.7252
0.31, 5.2985, -0.0716, 0.1608, 2185.1993, 2318.9624, 4463.3230, 4725.8714, -0.7254, -0.7254
0.31, 5.2994, -0.0717, 0.1608, 2185.5839, 2319.3110, 4463.3230, 4725.8714, -0.7255, -0.7255
0.31, 5.3003, -0.0718, 0.1608, 2185.9623, 2319.6531, 4463.3230, 4725.8714, -0.7256, -0.7256
0.31, 5.3011, -0.0718, 0.1608, 2186.3347, 2319.9890, 4463.3230, 4725.8714, -0.7257, -0.7257
0.31, 5.3019, -0.0719, 0.1608, 2186.7010, 2320.3185, 4463.3230, 4725.8714, -0.7259, -0.7259
0.31, 5.3027, -0.0719, 0.1608, 2187.0615, 2320.6420, 4463.3230, 4725.8714, -0.7260, -0.7260
0.31, 5.3035, -0.0720, 0.1608, 2187.4161, 2320.9594, 4463.3230, 4725.8714, -0.7261, -0.7261
0.31, 5.3043, -0.0721, 0.1608, 2187.7649, 2321.2709, 4463.3230, 4725.8714, -0.7262, -0.7262
0.31, 5.3050, -0.0721, 0.1608, 2188.1081, 2321.5767, 4463.3230, 4725.8714, -0.7263, -0.7263
0.31, 5.3058, -0.0722, 0.1608, 2188.4458, 2321.8767, 4463.3230, 4725.8714, -0.7264, -0.7264
0.32, 5.3065, -0.0722, 0.1608, 2188.7779, 2322.1711, 4463.3230, 4725.8714, -0.7266, -0.7266
0.32, 5.3072, -0.0723, 0.1608, 2189.1046, 2322.4600, 4463.3230, 4725.8714, -0.7267, -0.7267
0.32, 5.3080, -0.0723, 0.1608, 2189.4260, 2322.7435, 4463.3230, 4725.8714, -0.7268, -0.7268
0.32, 5.3087, -0.0724, 0.1608, 2189.7422, 2323.0218, 4463.3230, 4725.8714, -0.7269, -0.7269
0.32, 5.3093, -0.0724, 0.1608, 2190.0531, 2323.2948, 4463.3230, 4725.8714, -0.7270, -0.7270
0.32, 5.3100, -0.0725, 0.1608, 2190.3590, 2323.5626, 4463.3230, 4725.8714, -0.7271, -0.7271
0.32, 5.3107, -0.0725, 0.1607, 2190.6598, 2323.8255, 4463.3230, 4725.8714, -0.7272, -0.7272
0.32, 5.3113, -0.0726, 0.1607, 2190.9557, 2324.0834, 4463.3230, 4725.8714, -0.7273, -0.7273
0.32, 5.3120, -0.0726, 0.1607, 2191.2468, 2324.3365, 4463.3230, 4725.8714, -0.7274, -0.7274
0.32, 5.3126, -0.0727, 0.1607, 2191.5330, 2324.5848, 4463.3230, 4725.8714, -0.7275, -0.7275
0.33, 5.3132, -0.0727, 0.1607, 2191.8145, 2324.8284, 4463.3230, 4725.8714, -0.7276, -0.7276
0.33, 5.3138, -0.0727, 0.1607, 2192.0913, 2325.0674, 4463.3230, 4725.8714, -0.7277, -0.7277
0.33, 5.3144, -0.0728, 0.1607, 2192.3636, 2325.3020, 4463.3230, 4725.8714, -0.7277, -0.7277
0.33, 5.3150, -0.0728, 0.1607, 2192.6313, 2325.5321, 4463.3230, 4725.8714, -0.7278, -0.7278
0.33, 5.3156, -0.0729, 0.1607, 2192.8946, 2325.7578, 4463.3230, 4725.8714, -0.7279, -0.7279
0.33, 5.3162, -0.0729, 0.1607, 2193.1535, 2325.9793, 4463.3230, 4725.8714, -0.7280, -0.7280
0.33, 5.3167, -0.0729, 0.1607, 2193.4081, 2326.1966, 4463.3230, 4725.8714, -0.7281, -0.7281
0.33, 5.3173, -0.0730, 0.1607, 2193.6585, 2326.4097, 4463.3230, 4725.8714, -0.7282, -0.7282
0.33, 5.3178, -0.0730, 0.1607, 2193.9046, 2326.6188, 4463.3230, 4725.8714, -0.7283, -0.7283
0.33, 5.3183, -0.0731, 0.1607, 2194.1467, 2326.8240, 4463.3230, 4725.8714, -0.7283, -0.7283
0.34, 5.3188, -0.0731, 0.1607, 2194.3847, 2327.0252, 4463.3230, 4725.8714, -0.7284, -0.7284
0.34, 5.3193, -0.0731, 0.1607, 2194.6187, 2327.2226, 4463.3230, 4725.8714, -0.7285, -0.7285
0.34, 5.3198, -0.0732, 0.1607, 2194.8488, 2327.4163, 4463.3230, 4725.8714, -0.7286, -0.7286
0.34, 5.3203, -0.0732, 0.1607, 2195.0750, 2327.6063, 4463.3230, 4725.8714, -0.7286, -0.7286
0.34, 5.3208, -0.0732, 0.1607, 2195.2974, 2327.7926, 4463.3230, 4725.8714, -0.7287, -0.7287
0.34, 5.3213, -0.0733, 0.1607, 2195.5160, 2327.9754, 4463.3230, 4725.8714, -0.7288, -0.7288
0.34, 5.3217, -0.0733, 0.1607, 2195.7310, 2328.1547, 4463.3230, 4725.8714, -0.7289, -0.7289
0.34, 5.3222, -0.0733, 0.1606, 2195.9423, 2328.3305, 4463.3230, 4725.8714, -0.7289, -0.7289
0.34, 5.3226, -0.0734, 0.1606, 2196.1501, 2328.5030, 4463.3230, 4725.8714, -0.7290, -0.7290
0.34, 5.3231, -0.0734, 0.1606, 2196.3543, 2328.6722, 4463.3230, 4725.8714, -0.7291, -0.7291
0.35, 5.3235, -0.0734, 0.1606, 2196.5551, 2328.8382, 4463.3230, 4725.8714, -0.7291, -0.7291
0.35, 5.3239, -0.0735, 0.1606, 2196.7524, 2329.0009, 4463.3230, 4725.8714, -0.7292, -0.7292
0.35, 5.3244, -0.0735, 0.1606, 2196.9464, 2329.1605, 4463.3230, 4725.8714, -0.7293, -0.7293
0.35, 5.3248, -0.0735, 0.1606, 2197.1371, 2329.3171, 4463.3230, 4725.8714, -0.7293, -0.7293
0.35, 5.3252, -0.0736, 0.1606, 2197.3245, 2329.4707, 4463.3230, 4725.8714, -0.7294, -0.7294
0.35, 5.3256, -0.0736, 0.1606, 2197.5088, 2329.6213, 4463.3230, 4725.8714, -0.7295, -0.7295
0.35, 5.3259, -0.0736, 0.1606, 2197.6898, 2329.7689, 4463.3230, 4725.8714, -0.7295, -0.7295
0.35, 5.3263, -0.0736, 0.1606, 2197.8678, 2329.9138, 4463.3230, 4725.8714, -0.7296, -0.7296
0.35, 5.3267, -0.0737, 0.1606, 2198.0428, 2330.0558, 4463.3230, 4725.8714, -0.7296, -0.7296
0.35, 5.3271, -0.0737, 0.1606, 2198.2147, 2330.1951, 4463.3230, 4725.8714, -0.7297, -0.7297
0.36, 5.3274, -0.0737, 0.1606, 2198.3837, 2330.3317, 4463.3230, 4725.8714, -0.7297, -0.7297
0.36, 5.3278, -0.0737, 0.1606, 2198.5497, 2330.4657, 4463.3230, 4725.8714, -0.7298, -0.7298
0.36, 5.3281, -0.0738, 0.1606, 2198.7130, 2330.5970, 4463.3230, 4725.8714, -0.7299, -0.7299
0.36, 5.3285, -0.0738, 0.1606, 2198.8733, 2330.7258, 4463.3230, 4725.8714, -0.7299, -0.7299
0.36, 5.3288, -0.0738, 0.1606, 2199.0310, 2330.8521, 4463.3230, 4725.8714, -0.7300, -0.7300
0.36, 5.3291, -0.0738, 0.1606, 2199.1859, 2330.9760, 4463.3230, 4725.8714, -0.7300, -0.7300
0.36, 5.3294, -0.0739, 0.1606, 2199.3381, 2331.0974, 4463.3230, 4725.8714, -0.7301, -0.7301
0.36, 5.3298, -0.0739, 0.1606, 2199.4877, 2331.2165, 4463.3230, 4725.8714, -0.7301, -0.7301
0.36, 5.3301, -0.0739, 0.1606, 2199.6347, 2331.3333, 4463.3230, 4725.8714, -0.7302, -0.7302
0.36, 5.3304, -0.0739, 0.1606, 2199.7791, 2331.4477, 4463.3230, 4725.8714, -0.7302, -0.7302
0.37, 5.3307, -0.0740, 0.1606, 2199.9210, 2331.5600, 4463.3230, 4725.8714, -0.7303, -0.7303
0.37, 5.3310, -0.0740, 0.1606, 2200.0605, 2331.6700, 4463.3230, 4725.8714, -0.7303, -0.7303
0.37, 5.3313, -0.0740, 0.1606, 2200.1975, 2331.7779, 4463.3230, 4725.8714, -0.7303, -0.7303
0.37, 5.3315, -0.0740, 0.1606, 2200.3321, 2331.8837, 4463.3230, 4725.8714, -0.7304, -0.7304
0.37, 5.3318, -0.0740, 0.1606, 2200.4644, 2331.9874, 4463.3230, 4725.8714, -0.7304, -0.7304
0.37, 5.3321, -0.0741, 0.1606, 2200.5944, 2332.0891, 4463.3230, 4725.8714, -0.7305, -0.7305
0.37, 5.3324, -0.0741, 0.1605, 2200.7221, 2332.1888, 4463.3230, 4725.8714, -0.7305, -0.7305
0.37, 5.3326, -0.0741, 0.1605, 2200.8475, 2332.2865, 4463.3230, 4725.8714, -0.7306, -0.7306
0.37, 5.3329, -0.0741, 0.1605, 2200.9708, 2332.3823, 4463.3230, 4725.8714, -0.7306, -0.7306
0.37, 5.3331, -0.0741, 0.1605, 2201.0919, 2332.4763, 4463.3230, 4725.8714, -0.7306, -0.7306
0.38, 5.3334, -0.0741, 0.1605, 2201.2109, 2332.5683, 4463.3230, 4725.8714, -0.7307, -0.7307
0.38, 5.3336, -0.0742, 0.1605, 2201.3277, 2332.6586, 4463.3230, 4725.8714, -0.7307, -0.7307
0.38, 5.3339, -0.0742, 0.1605, 2201.4425, 2332.7471, 4463.3230, 4725.8714, -0.7308, -0.7308
0.38, 5.3341, -0.0742, 0.1605, 2201.5553, 2332.8338, 4463.3230, 4725.8714, -0.7308, -0.7308
0.38, 5.3343, -0.0742, 0.1605, 2201.6661, 2332.9188, 4463.3230, 4725.8714, -0.7308, -0.7308
0.38, 5.3346, -0.0742, 0.1605, 2201.7749, 2333.0021, 4463.3230, 4725.8714, -0.7309, -0.7309
0.38, 5.3348, -0.0742, 0.1605, 2201.8818, 2333.0838, 4463.3230, 4725.8714, -0.7309, -0.7309
0.38, 5.3350, -0.0743, 0.1605, 2201.9869, 2333.1639, 4463.3230, 4725.8714, -0.7309, -0.7309
0.38, 5.3352, -0.0743, 0.1605, 2202.0900, 2333.2424, 4463.3230, 4725.8714, -0.7310, -0.7310
0.38, 5.3354, -0.0743, 0.1605, 2202.1913, 2333.3193, 4463.3230, 4725.8714, -0.7310, -0.7310
0.39, 5.3356, -0.0743, 0.1605, 2202.2908, 2333.3947, 4463.3230, 4725.8714, -0.7310, -0.7310
0.39, 5.3358, -0.0743, 0.1605, 2202.3886, 2333.4686, 4463.3230, 4725.8714, -0.7311, -0.7311
0.39, 5.3360, -0.0743, 0.1605, 2202.4846, 2333.5410, 4463.3230, 4725.8714, -0.7311, -0.7311
0.39, 5.3362, -0.0743, 0.1605, 2202.5789, 2333.6120, 4463.3230, 4725.8714, -0.7311, -0.7311
0.39, 5.3364, -0.0744, 0.1605, 2202.6715, 2333.6815, 4463.3230, 4725.8714, -0.7312, -0.7312
0.39, 5.3366, -0.0744, 0.1605, 2202.7624, 2333.7497, 4463.3230, 4725.8714, -0.7312, -0.7312
0.39, 5.3368, -0.0744, 0.1605, 2202.8518, 2333.8165, 4463.3230, 4725.8714, -0.7312, -0.7312
0.39, 5.3370, -0.0744, 0.1605, 2202.9395, 2333.8820, 4463.3230, 4725.8714, -0.7313, -0.7313
0.39, 5.3371, -0.0744, 0.1605, 2203.0257, 2333.9461, 4463.3230, 4725.8714, -0.7313, -0.7313
0.39, 5.3373, -0.0744, 0.1605, 2203.1103, 2334.0090, 4463.3230, 4725.8714, -0.7313, -0.7313
0.40, 5.3375, -0.0744, 0.1605, 2203.1934, 2334.0706, 4463.3230, 4725.8714, -0.7313, -0.7313
0.40, 5.3376, -0.0745, 0.1605, 2203.2750, 2334.1310, 4463.3230, 4725.8714, -0.7314, -0.7314
0.40, 5.3378, -0.0745, 0.1605, 2203.3551, 2334.1902, 4463.3230, 4725.8714, -0.7314, -0.7314
0.40, 5.3380, -0.0745, 0.1605, 2203.4338, 2334.2482, 4463.3230, 4725.8714, -0.7314, -0.7314
0.40, 5.3381, -0.0745, 0.1605, 2203.5110, 2334.3050, 4463.3230, 4725.8714, -0.7314, -0.7314
0.40, 5.3383, -0.0745, 0.1605, 2203.5869, 2334.3606, 4463.3230, 4725.8714, -0.7315, -0.7315
0.40, 5.3384, -0.0745, 0.1605, 2203.6614, 2334.4152, 4463.3230, 4725.8714, -0.7315, -0.7315
0.40, 5.3386, -0.0745, 0.1605, 2203.7346, 2334.4686, 4463.3230, 4725.8714, -0.7315, -0.7315
0.40, 5.3387, -0.0745, 0.1605, 2203.8064, 2334.5210, 4463.3230, 4725.8714, -0.7315, -0.7315
0.40, 5.3389, -0.0745, 0.1605, 2203.8769, 2334.5723, 4463.3230, 4725.8714, -0.7316, -0.7316
0.41, 5.3390, -0.0746, 0.1605, 2203.9462, 2334.6226, 4463.3230, 4725.8714, -0.7316, -0.7316
0.41, 5.3392, -0.0746, 0.1605, 2204.0142, 2334.6718, 4463.3230, 4725.8714, -0.7316, -0.7316
0.41, 5.3393, -0.0746, 0.1605, 2204.0809, 2334.7201, 4463.3230, 4725.8714, -0.7316, -0.7316
0.41, 5.3394, -0.0746, 0.1605, 2204.1464, 2334.7673, 4463.3230, 4725.8714, -0.7317, -0.7317
0.41, 5.3396, -0.0746, 0.1605, 2204.2108, 2334.8137, 4463.3230, 4725.8714, -0.7317, -0.7317
0.41, 5.3397, -0.0746, 0.1605, 2204.2740, 2334.8590, 4463.3230, 4725.8714, -0.7317, -0.7317
0.41, 5.3398, -0.0746, 0.1605, 2204.3360, 2334.9035, 4463.3230, 4725.8714, -0.7317, -0.7317
0.41, 5.3399, -0.0746, 0.1605, 2204.3969, 2334.9470, 4463.3230, 4725.8714, -0.7317, -0.7317
0.41, 5.3400, -0.0746, 0.1605, 2204.4566, 2334.9897, 4463.3230, 4725.8714, -0.7318, -0.7318
0.41, 5.3402, -0.0746, 0.1605, 2204.5153, 2335.0315, 4463.3230, 4725.8714, -0.7318, -0.7318
0.42, 5.3403, -0.0746, 0.1605, 2204.5729, 2335.0724, 4463.3230, 4725.8714, -0.7318, -0.7318
0.42, 5.3404, -0.0747, 0.1605, 2204.6295, 2335.1125, 4463.3230, 4725.8714, -0.7318, -0.7318
0.42, 5.3405, -0.0747, 0.1605, 2204.6850, 2335.1518, 4463.3230, 4725.8714, -0.7318, -0.7318
0.42, 5.3406, -0.0747, 0.1605, 2204.7395, 2335.1903, 4463.3230, 4725.8714, -0.7319, -0.7319
0.42, 5.3407, -0.0747, 0.1605, 2204.7930, 2335.2279, 4463.3230, 4725.8714, -0.7319, -0.7319
0.42, 5.3408, -0.0747, 0.1605, 2204.8455, 2335.2649, 4463.3230, 4725.8714, -0.7319, -0.7319
0.42, 5.3409, -0.0747, 0.1605, 2204.8970, 2335.3010, 4463.3230, 4725.8714, -0.7319, -0.7319
0.42, 5.3410, -0.0747, 0.1605, 2204.9476, 2335.3364, 4463.3230, 4725.8714, -0.7319, -0.7319
0.42, 5.3411, -0.0747, 0.1604, 2204.9972, 2335.3711, 4463.3230, 4725.8714, -0.7319, -0.7319
0.42, 5.3412, -0.0747, 0.1604, 2205.0460, 2335.4051, 4463.3230, 4725.8714, -0.7320, -0.7320
0.43, 5.3413, -0.0747, 0.1604, 2205.0938, 2335.4383, 4463.3230, 4725.8714, -0.7320, -0.7320
0.43, 5.3414, -0.0747, 0.1604, 2205.1407, 2335.4709, 4463.3230, 4725.8714, -0.7320, -0.7320
0.43, 5.3415, -0.0747, 0.1604, 2205.1868, 2335.5028, 4463.3230, 4725.8714, -0.7320, -0.7320
0.43, 5.3416, -0.0747, 0.1604, 2205.2320, 2335.5341, 4463.3230, 4725.8714, -0.7320, -0.7320
0.43, 5.3417, -0.0747, 0.1604, 2205.2764, 2335.5647, 4463.3230, 4725.8714, -0.7320, -0.7320
0.43, 5.3418, -0.0748, 0.1604, 2205.3200, 2335.5946, 4463.3230, 4725.8714, -0.7320, -0.7320
0.43, 5.3419, -0.0748, 0.1604, 2205.3627, 2335.6240, 4463.3230, 4725.8714, -0.7321, -0.7321
0.43, 5.3419, -0.0748, 0.1604, 2205.4047, 2335.6527, 4463.3230, 4725.8714, -0.7321, -0.7321
0.43, 5.3420, -0.0748, 0.1604, 2205.4458, 2335.6809, 4463.3230, 4725.8714, -0.7321, -0.7321
0.43, 5.3421, -0.0748, 0.1604, 2205.4862, 2335.7084, 4463.3230, 4725.8714, -0.7321, -0.7321
0.44, 5.3422, -0.0748, 0.1604, 2205.5259, 2335.7354, 4463.3230, 4725.8714, -0.7321, -0.7321
0.44, 5.3423, -0.0748, 0.1604, 2205.5648, 2335.7618, 4463.3230, 4725.8714, -0.7321, -0.7321
0.44, 5.3423, -0.0748, 0.1604, 2205.6030, 2335.7877, 4463.3230, 4725.8714, -0.7321, -0.7321
0.44, 5.3424, -0.0748, 0.1604, 2205.6404, 2335.8130, 4463.3230, 4725.8714, -0.7322, -0.7322
0.44, 5.3425, -0.0748, 0.1604, 2205.6772, 2335.8378, 4463.3230, 4725.8714, -0.7322, -0.7322
0.44, 5.3426, -0.0748, 0.1604, 2205.7133, 2335.8621, 4463.3230, 4725.8714, -0.7322, -0.7322
0.44, 5.3426, -0.0748, 0.1604, 2205.7487, 2335.8859, 4463.3230, 4725.8714, -0.7322, -0.7322
0.44, 5.3427, -0.0748, 0.1604, 2205.7834, 2335.9092, 4463.3230, 4725.8714, -0.7322, -0.7322
0.44, 5.3428, -0.0748, 0.1604, 2205.8175, 2335.9320, 4463.3230, 4725.8714, -0.7322, -0.7322
0.44, 5.3428, -0.0748, 0.1604, 2205.8509, 2335.9543, 4463.3230, 4725.8714, -0.7322, -0.7322
0.45, 5.3429, -0.0748, 0.1604, 2205.8837, 2335.9761, 4463.3230, 4725.8714, -0.7322, -0.7322
